******************************************************************************************************************************************************************************************************************************
CODIGO INSTALACION   : 130391:90437
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
TIPO_OPERACION                 LIST            CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   TRUE     TRUE      STATUS_FACTURA                 E                                                  
STATUS_FACTURA                 LIST            CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      TIPO_DOCUMENTO                                                                    
TIPO_DOCUMENTO                 LIST            CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   TRUE     FALSE     ORGANIZACION_COMERCIAL         FACVEN                                             
ORGANIZACION_COMERCIAL         TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   TRUE     TRUE      D_ORGANIZACION_COMERCIAL       04010                                              
D_ORGANIZACION_COMERCIAL       TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CENTRO_CONTABLE                PROMEDICAL BOLIVIA.  VENTA GENERAL                 
CENTRO_CONTABLE                TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_CENTRO_CONTABLE                                                                 
D_CENTRO_CONTABLE              TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     DESDE_FECHA                                                                       
DESDE_FECHA                    TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   TRUE     TRUE      HASTA_FECHA                    01/10/2024                                         
HASTA_FECHA                    TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      DESDE_CLIENTE                  03/10/2024                                         
DESDE_CLIENTE                  TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_DESDE_CLIENTE                                                                   
D_DESDE_CLIENTE                TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     HASTA_CLIENTE                                                                     
HASTA_CLIENTE                  TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_HASTA_CLIENTE                                                                   
D_HASTA_CLIENTE                TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     DESDE_SERIE                                                                       
DESDE_SERIE                    TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      HASTA_SERIE                    210                                                
HASTA_SERIE                    TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      DESDE_NUM                      210                                                
DESDE_NUM                      TEXT ITEM       NUMBER                                          N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      HASTA_NUM                      46                                                 
HASTA_NUM                      TEXT ITEM       NUMBER                                          N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      DESDE_TIPO_FACTURA             46                                                 
DESDE_TIPO_FACTURA             TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_DESDE_TIPO_FACTURA                                                              
D_DESDE_TIPO_FACTURA           TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     HASTA_TIPO_FACTURA                                                                
HASTA_TIPO_FACTURA             TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_HASTA_TIPO_FACTURA                                                              
D_HASTA_TIPO_FACTURA           TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     USUARIO                                                                           
USUARIO                        TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_USUARIO                                                                         
D_USUARIO                      TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CLIENTE_ALBARAN                                                                   
CLIENTE_ALBARAN                TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_CLIENTE_ALBARAN                                                                 
D_CLIENTE_ALBARAN              TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     NUMERO_ACUSE                                                                      
NUMERO_ACUSE                   TEXT ITEM       NUMBER                                          N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      SERIE_LICITACION                                                                  
SERIE_LICITACION               TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      NUMERO_OFERTA                                                                     
NUMERO_OFERTA                  TEXT ITEM       NUMBER                                          N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      CONTRATO_LICITACION                                                               
CONTRATO_LICITACION            TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      CLIENTE_LICITACION                                                                
CLIENTE_LICITACION             TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_CLIENTE_LICITACION                                                              
D_CLIENTE_LICITACION           TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     ORGANIZACION_COMERCIAL_TAB1                                                       
ORGANIZACION_COMERCIAL_TAB1    DISPLAY ITEM    CHAR                                            N     TRUE  TRUE    NA      NA     NA     NA       NA                                       04010                                              
D_ORGANIZACION_COMERCIAL_TAB1  DISPLAY ITEM    CHAR                                            N     TRUE  TRUE    NA      NA     NA     NA       NA                                       PROMEDICAL BOLIVIA.  VENTA GENERAL                 
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE B2
***************************************************************************************************************************************************************************************************
STATUS                : QUERY
LAST_QUERY            : SELECT ID_DIGITAL,NUMERO_SERIE,NUMERO_FACTURA,FECHA_FACTURA,STATUS_FACTURA,D_STATUS_FACTURA,STATUS_FIRMA_DIGITAL,D_STATUS_FIRMA_DIGITAL,CLIENTE,D_CLIENTE,LIQUIDO_FACTURA,SITUACION_COBRO,EMPRESA,EJERCICIO,CENTRO_CONTABLE,ORGANIZACION_COMERCIAL,V_RESERVADO_CHAR1,ROWID FROM (SELECT facturas_ventas.* ,(Select nombre from clientes where codigo_empresa = facturas_ventas.empresa and codigo_rapido = facturas_ventas.cliente) D_CLIENTE,pkidiomas.busca_traduccion(DECODE(status_factura, '1500', 'Pdte. Impresión', '1510', 'Pdte. Impresión', '1550', 'Pdte. Confirmar', '1600', 'Pdte. Contabilizar', 'Contabilizada')) D_STATUS_FACTURA,(SELECT DECODE(FACTURAS_VENTAS.STATUS_FIRMA_DIGITAL,'N','No procesada','P','Procesada','E','Enviada a firmar','F','Firmada','C','Envíada Pdte.Conf.Envío','Z','Envío confirmado') from dual) D_STATUS_FIRMA_DIGITAL,(select decode ( fe_firmfac.get_situacion_cobro_factura(facturas_ventas.empresa,facturas_ventas.ejercicio,facturas_ventas.numero_serie,facturas_ventas.numero_factura),'S','COBRADA','N','NO COBRADA','NO COBRADA') from dual) SITUACION_COBRO,null V_RESERVADO_CHAR1 FROM facturas_ventas) facturas_ventas WHERE empresa = '004' AND organizacion_comercial = '04010' AND NOT EXISTS (SELECT 1 FROM edoc_errores e WHERE e.id_digital = facturas_ventas.id_digital AND e.procesar = 'P') AND NOT EXISTS (SELECT 1 FROM documentos doc WHERE doc.id_digital = facturas_ventas.id_digital) AND NOT EXISTS (SELECT 1 FROM facturas_sustituciones fs WHERE facturas_ventas.empresa = fs.empresa and facturas_ventas.ejercicio = fs.ejercicio_can and facturas_ventas.numero_serie = fs.numero_serie_can and facturas_ventas.numero_factura = fs.numero_factura_can) AND NVL(status_firma_digital, 'N') = 'N' AND (EXISTS (SELECT 1 FROM centros_documentos cd, caracteres_asiento ca WHERE ca.codigo = facturas_ventas.centro_contable AND ca.empresa = '004' AND cd.grupo_balance = ca.grupo_balance AND cd.tipo_documento = 'FACVEN' AND cd.empresa = '004' AND cd.enviar_todo = 'S') OR EXISTS (SELECT 1 FROM tipos_documentos_entidad_gb tde, caracteres_asiento c WHERE c.codigo = facturas_ventas.centro_contable AND c.empresa = '004' AND tde.empresa = '004' AND tde.tipo_entidad = 'CL' AND tde.codigo_entidad = facturas_ventas.cliente AND tde.grupo_balance = c.grupo_balance AND tde.tipo_documento = 'FACVEN') OR EXISTS (SELECT 1 FROM tipos_documentos_entidad tde WHERE tde.empresa = '004' AND tde.tipo_entidad = 'CL' AND tde.codigo_entidad = facturas_ventas.cliente AND tde.tipo_documento = 'FACVEN')) AND fecha_cancelacion_sat is null AND fecha_envio_cancelacion_sat is null AND pk_util_detr.envio_fe(facturas_ventas.empresa, facturas_ventas.ejercicio, facturas_ventas.numero_serie, facturas_ventas.numero_factura) = 'S' AND EXISTS (SELECT 1 FROM centros_documentos cd, caracteres_asiento ca WHERE ca.codigo = facturas_ventas.centro_contable AND ca.empresa = '004' AND cd.grupo_balance = ca.grupo_balance AND cd.tipo_documento = 'FACVEN' AND cd.empresa = '004' AND cd.digital = 'S') AND numero_serie >= '210' AND numero_serie <= '210' AND numero_factura >= 46 AND numero_factura <= 46 AND fecha_factura >= TO_DATE('01/10/2024','DD/MM/YYYY') AND fecha_factura <= TO_DATE('03/10/2024','DD/MM/YYYY')  order by fecha_factura, numero_serie, numero_factura
QUERY_DATA_SOURCE_NAME: (SELECT facturas_ventas.* ,(Select nombre from clientes where codigo_empresa = facturas_ventas.empresa and codigo_rapido = facturas_ventas.cliente) D_CLIENTE,pkidiomas.busca_traduccion(DECODE(status_factura, '1500', 'Pdte. Impresión', '1510', 'Pdte. Impresión', '1550', 'Pdte. Confirmar', '1600', 'Pdte. Contabilizar', 'Contabilizada')) D_STATUS_FACTURA,(SELECT DECODE(FACTURAS_VENTAS.STATUS_FIRMA_DIGITAL,'N','No procesada','P','Procesada','E','Enviada a firmar','F','Firmada','C','Envíada Pdte.Conf.Envío','Z','Envío confirmado') from dual) D_STATUS_FIRMA_DIGITAL,(select decode ( fe_firmfac.get_situacion_cobro_factura(facturas_ventas.empresa,facturas_ventas.ejercicio,facturas_ventas.numero_serie,facturas_ventas.numero_factura),'S','COBRADA','N','NO COBRADA','NO COBRADA') from dual) SITUACION_COBRO,null V_RESERVADO_CHAR1 FROM facturas_ventas) facturas_ventas
DML_DATA_TARGET_NAME  : 
DEFAULT_WHERE         : empresa = :GLOBAL.codigo_empresa AND organizacion_comercial = :B1.ORGANIZACION_COMERCIAL AND NOT EXISTS (SELECT 1 FROM edoc_errores e WHERE e.id_digital = facturas_ventas.id_digital AND e.procesar = 'P') AND NOT EXISTS (SELECT 1 FROM documentos doc WHERE doc.id_digital = facturas_ventas.id_digital) AND NOT EXISTS (SELECT 1 FROM facturas_sustituciones fs WHERE facturas_ventas.empresa = fs.empresa and facturas_ventas.ejercicio = fs.ejercicio_can and facturas_ventas.numero_serie = fs.numero_serie_can and facturas_ventas.numero_factura = fs.numero_factura_can) AND NVL(status_firma_digital, 'N') = 'N' AND (EXISTS (SELECT 1 FROM centros_documentos cd, caracteres_asiento ca WHERE ca.codigo = facturas_ventas.centro_contable AND ca.empresa = :GLOBAL.codigo_empresa AND cd.grupo_balance = ca.grupo_balance AND cd.tipo_documento = :B1.TIPO_DOCUMENTO AND cd.empresa = :GLOBAL.codigo_empresa AND cd.enviar_todo = 'S') OR EXISTS (SELECT 1 FROM tipos_documentos_entidad_gb tde, caracteres_asiento c WHERE c.codigo = facturas_ventas.centro_contable AND c.empresa = :GLOBAL.codigo_empresa AND tde.empresa = :GLOBAL.codigo_empresa AND tde.tipo_entidad = 'CL' AND tde.codigo_entidad = facturas_ventas.cliente AND tde.grupo_balance = c.grupo_balance AND tde.tipo_documento = :B1.TIPO_DOCUMENTO) OR EXISTS (SELECT 1 FROM tipos_documentos_entidad tde WHERE tde.empresa = :GLOBAL.codigo_empresa AND tde.tipo_entidad = 'CL' AND tde.codigo_entidad = facturas_ventas.cliente AND tde.tipo_documento = :B1.TIPO_DOCUMENTO)) AND fecha_cancelacion_sat is null AND fecha_envio_cancelacion_sat is null AND pk_util_detr.envio_fe(facturas_ventas.empresa, facturas_ventas.ejercicio, facturas_ventas.numero_serie, facturas_ventas.numero_factura) = 'S' AND EXISTS (SELECT 1 FROM centros_documentos cd, caracteres_asiento ca WHERE ca.codigo = facturas_ventas.centro_contable AND ca.empresa = :GLOBAL.codigo_empresa AND cd.grupo_balance = ca.grupo_balance AND cd.tipo_documento = :B1.TIPO_DOCUMENTO AND cd.empresa = :GLOBAL.codigo_empresa AND cd.digital = 'S') AND numero_serie >= :B1.DESDE_SERIE AND numero_serie <= :B1.HASTA_SERIE AND numero_factura >= :B1.DESDE_NUM AND numero_factura <= :B1.HASTA_NUM AND fecha_factura >= TO_DATE(:B1.DESDE_FECHA,'DD/MM/YYYY') AND fecha_factura <= TO_DATE(:B1.HASTA_FECHA,'DD/MM/YYYY')
ORDER_BY              : fecha_factura, numero_serie, numero_factura
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : FALSE
UPDATE_ALLOWED        : TRUE
DELETE_ALLOWED        : FALSE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
ID_DIGITAL                     TEXT ITEM       NUMBER                                          N     TRUE  FALSE   FALSE   TRUE   TRUE   FALSE    FALSE     SELECCIONADO                                                                      
SELECCIONADO                   CHECKBOX        CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   NA       TRUE      NUMERO_SERIE                   S                                                  
NUMERO_SERIE                   TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  TRUE     TRUE      NUMERO_FACTURA                 210                                                
NUMERO_FACTURA                 TEXT ITEM       NUMBER          9G999G999G999                   N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      FECHA_FACTURA                  46                                                 
FECHA_FACTURA                  TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      STATUS_FACTURA                 02/10/2024                                         
STATUS_FACTURA                 TEXT ITEM       CHAR                                            N     TRUE  FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     D_STATUS_FACTURA               3000                                               
D_STATUS_FACTURA               TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     STATUS_FIRMA_DIGITAL           Contabilizada                                      
STATUS_FIRMA_DIGITAL           TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      D_STATUS_FIRMA_DIGITAL                                                            
D_STATUS_FIRMA_DIGITAL         TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CLIENTE                                                                           
CLIENTE                        TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      D_CLIENTE                      023975                                             
D_CLIENTE                      TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     LIQUIDO_FACTURA                PRUEBA CONSUMIDOR FINAL - EVEN - CBBA              
LIQUIDO_FACTURA                TEXT ITEM       NUMBER          FM9G999G999G999G999G990D00      N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     SITUACION_COBRO                44.98                                              
SITUACION_COBRO                DISPLAY ITEM    CHAR                                            N     TRUE  FALSE   NA      NA     NA     NA       NA                                       NO COBRADA                                         
EMPRESA                        TEXT ITEM       CHAR                                            N     TRUE  FALSE   FALSE   FALSE  FALSE  TRUE     FALSE     EJERCICIO                      004                                                
EJERCICIO                      TEXT ITEM       NUMBER                                          N     TRUE  FALSE   FALSE   FALSE  FALSE  TRUE     FALSE     CENTRO_CONTABLE                2024                                               
CENTRO_CONTABLE       15:49:06 {TRACE}  : VALIDACIONES.CALCULA_ROWID_BLOQUE: B2, registro: 1, status: QUERY
         TEXT ITEM       CHAR                                            N     TRUE  FALSE   FALSE   FALSE  FALSE  TRUE     FALSE     D_CENTRO_CONTABLE              0401                                               
D_CENTRO_CONTABLE              DISPLAY ITEM    CHAR                                            N     TRUE  FALSE   NA      NA     NA     NA       NA                                                                                          
ORGANIZACION_COMERCIAL         TEXT ITEM       CHAR                                            N     TRUE  FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     V_RESERVADO_CHAR1              04010                                              
V_RESERVADO_CHAR1              TEXT ITEM       CHAR                                            N     TRUE  TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     ROWID                                                                             
ROWID                          TEXT ITEM       CHAR                                            N     TRUE  FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     ROWID                          AAAegmAABAAK/XxAAB                                 
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE EDOC_ERRORES
***************************************************************************************************************************************************************************************************
STATUS                : NEW
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: (SELECT EDOC_ERRORES.* ,(Select cliente from facturas_ventas where id_digital = edoc_errores.id_digital) CLIENTE,(Select fecha_factura from facturas_ventas where id_digital = edoc_errores.id_digital) FECHA_FACTURA,(Select numero_factura from facturas_ventas where id_digital = edoc_errores.id_digital) NUMERO_FACTURA,(Select numero_serie from facturas_ventas where id_digital = edoc_errores.id_digital) NUMERO_SERIE FROM EDOC_ERRORES) EDOC_ERRORES
DML_DATA_TARGET_NAME  : EDOC_ERRORES
DEFAULT_WHERE         : 
ORDER_BY              : ID_DIGITAL
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : FALSE
UPDATE_ALLOWED        : TRUE
DELETE_ALLOWED        : FALSE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
LINEA                          TEXT ITEM       NUMBER                                          S     FALSE FALSE   FALSE   TRUE   TRUE   TRUE     FALSE     PROCESAR                                                                          
PROCESAR                       CHECKBOX        CHAR                                            N     FALSE TRUE    TRUE    TRUE   TRUE   NA       TRUE      ID_DIGITAL                                                                        
ID_DIGITAL                     TEXT ITEM       NUMBER                                          S     FALSE TRUE    TRUE    FALSE  FALSE  TRUE     FALSE     FECHA                                                                             
FECHA                          TEXT ITEM       DATETIME        DD/MM/YYYY HH24:MI:SS           N     FALSE TRUE    TRUE    FALSE  FALSE  TRUE     FALSE     CODIGO_ERROR                                                                      
CODIGO_ERROR                   TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     TEXTO_ERROR                                                                       
TEXTO_ERROR                    TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  TRUE     FALSE     NUMERO_SERIE                                                                      
NUMERO_SERIE                   TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     NUMERO_FACTURA                                                                    
NUMERO_FACTURA                 TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     FECHA_FACTURA                                                                     
FECHA_FACTURA                  TEXT ITEM       DATE            DD/MM/YYYY                      N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CLIENTE                                                                           
CLIENTE                        TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     D_CLIENTE                                                                         
D_CLIENTE                      TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     DETALLE_ERROR                                                                     
DETALLE_ERROR                  TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      BORRAR_REVISADOS                                                                  
BORRAR_REVISADOS               BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       FALSE     TIPO_DOCUMENTO                                                                    
TIPO_DOCUMENTO                 TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   TRUE   TRUE     FALSE     USUARIO_PROCESO                                                                   
USUARIO_PROCESO                TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   TRUE   TRUE   FALSE    FALSE     FECHA_PROCESO                                                                     
FECHA_PROCESO                  TEXT ITEM       DATETIME                                        N     FALSE FALSE   FALSE   TRUE   TRUE   FALSE    FALSE     ROWID                                                                             
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE RESULTADO_ANULACION
***************************************************************************************************************************************************************************************************
STATUS                : NEW
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: 
DML_DATA_TARGET_NAME  : 
DEFAULT_WHERE         : 
ORDER_BY              : 
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : TRUE
UPDATE_ALLOWED        : FALSE
DELETE_ALLOWED        : TRUE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
SALIR                          BUTTON          NA                                              NA    NA    TRUE    NA      NA     NA     NA       TRUE      ID_DIGITAL                                                                        
ID_DIGITAL                     TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CODIGO_ERROR                                                                      
CODIGO_ERROR                   TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     NUMERO_SERIE                                                                      
NUMERO_SERIE                   TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     CLIENTE                                                                           
CLIENTE                        TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     D_CLIENTE                                                                         
D_CLIENTE                      TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      FECHA_FACTURA                                                                     
FECHA_FACTURA                  TEXT ITEM       DATE                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     NUMERO_FACTURA                                                                    
NUMERO_FACTURA                 TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    FALSE     DETALLE_ERROR                                                                     
DETALLE_ERROR                  TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      TEXTO_ERROR                                                                       
TEXTO_ERROR                    TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      ROWID                                                                             
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE SRI_RECEPCION_MENSAJES
***************************************************************************************************************************************************************************************************
STATUS                : NEW
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: SRI_RECEPCION_MENSAJES
DML_DATA_TARGET_NAME  : SRI_RECEPCION_MENSAJES
DEFAULT_WHERE         : 
ORDER_BY              : 
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : TRUE
UPDATE_ALLOWED        : FALSE
DELETE_ALLOWED        : TRUE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
CLAVE_ACCESO                   TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     ID_DIGITAL                                                                        
ID_DIGITAL                     TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      IDENTIFICADOR                                                                     
IDENTIFICADOR                  TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      MENSAJE                                                                           
MENSAJE                        TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      TIPO                                                                              
TIPO                           TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      ADICIONAL                                                                         
ADICIONAL                      TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      ROWID                                                                             
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE SRI_AUTORIZACIONES
***************************************************************************************************************************************************************************************************
STATUS                : NEW
LAST_QUERY            : 
QUERY_DATA_SOURCE_NAME: SRI_AUTORIZACIONES
DML_DATA_TARGET_NAME  : SRI_AUTORIZACIONES
DEFAULT_WHERE         : 
ORDER_BY              : 
QUERY_ALLOWED         : TRUE
INSERT_ALLOWED        : FALSE
UPDATE_ALLOWED        : FALSE
DELETE_ALLOWED        : FALSE
 
NOMBRE CAMPO                   ITEM TYPE       DATATYPE        MASCARA                         PK    VALID VISIBLE ENABLED INSERT UPDATE REQUIRED NAVIGABLE NEXT_NAVIGATION_ITEM           VALOR ACTUAL DEL CAMPO (PRIMEROS 50 CARACTERES)   
------------------------------ --------------- --------------- ------------------------------- ----- ----- ------- ------- ------ ------ -------- --------- ------------------------------ --------------------------------------------------
CLAVE_ACCESO                   TEXT ITEM       CHAR                                            N     FALSE FALSE   FALSE   FALSE  FALSE  FALSE    FALSE     ID_DIGITAL                                                                        
ID_DIGITAL                     TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    TRUE   TRUE   FALSE    TRUE      DETALLE_AUTORIZACION                                                              
DETALLE_AUTORIZACION           TEXT ITEM       NUMBER                                          N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      ESTADO                                                                            
ESTADO                         TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      FECHA_AUTORIZACION                                                                
FECHA_AUTORIZACION             TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      AMBIENTE                                                                          
AMBIENTE                       TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      NUMERO_AUTORIZACION                                                               
NUMERO_AUTORIZACION            TEXT ITEM       CHAR                                            N     FALSE TRUE    TRUE    FALSE  FALSE  FALSE    TRUE      ROWID                                                                             
***************************************************************************************************************************************************************************************************
***************************************************************************************************************************************************************************************************
* VOLCADO DEL BLOQUE SRI_AUTORIZACIONES_MENSAJES
***************************************************************************************************************************************************************************************************
STATUS                : NEW
